road_type,curvature,speed_limit,lighting,weather,road_signs_present,public_road,holiday,school_season,num_reported_accidents,accident_risk
rural,0.08,35,dim,clear,False,True,False,False,1,0.02
rural,0.34,45,dim,foggy,False,True,True,False,1,0.19
urban,0.06,25,dim,rainy,False,False,False,True,1,0.13
rural,0.7,35,night,rainy,False,True,False,False,0,0.46
rural,0.38,35,night,rainy,False,False,True,False,1,0.46
highway,0.52,60,daylight,clear,True,False,True,True,1,0.35
urban,0.32,60,dim,rainy,False,False,False,False,1,0.31
urban,0.28,25,daylight,rainy,False,True,True,True,0,0.16
urban,0.52,70,dim,foggy,True,False,False,False,2,0.37
rural,0.19,35,daylight,rainy,True,True,False,True,2,0.21
highway,0.83,45,daylight,clear,True,True,True,False,1,0.29
rural,0.18,35,night,clear,True,True,False,False,0,0.29
highway,0.71,25,dim,clear,True,True,False,True,2,0.24
rural,0.33,45,night,foggy,True,True,True,False,1,0.49
rural,0.95,45,dim,foggy,False,True,False,False,3,0.48
urban,0.9,70,dim,foggy,True,True,True,True,2,0.49
rural,,25,dim,clear,True,False,False,True,0,0.17
highway,0.68,45,daylight,foggy,False,False,False,False,2,0.2
urban,0.2,35,night,rainy,True,True,True,True,2,0.37
highway,0.46,35,dim,rainy,False,False,True,False,1,0.27
rural,0.94,70,daylight,clear,False,True,True,True,2,0.46
rural,0.32,70,daylight,rainy,False,False,False,True,0,0.31
urban,0.03,45,dim,,True,False,True,True,0,0.15
rural,0.14,70,daylight,rainy,True,True,False,True,1,0.27
urban,0.29,70,night,clear,False,False,True,False,1,0.52
highway,0.57,60,daylight,clear,True,False,True,True,3,0.48
highway,0.03,70,dim,foggy,False,True,False,False,0,0.29
rural,0.14,45,daylight,foggy,False,True,False,True,1,0.13
highway,0.99,25,dim,rainy,False,True,False,True,4,0.6
highway,0.13,45,daylight,clear,True,False,True,False,1,0.01
urban,0.34,45,daylight,rainy,True,True,False,True,1,0.21
rural,0.23,60,dim,foggy,False,True,True,False,1,0.33
urban,0.36,45,daylight,foggy,True,True,True,False,0,0.15
highway,0.68,70,dim,foggy,False,False,False,True,0,0.52
urban,0.38,70,daylight,clear,True,False,True,True,1,0.28
urban,0.77,25,night,clear,False,False,True,False,1,0.39
rural,0.27,25,night,,True,True,True,False,0,0.39
highway,0.24,60,dim,rainy,False,False,True,True,0,0.2
rural,0.92,45,dim,clear,False,False,False,False,1,0.25
urban,0.01,35,daylight,clear,True,True,False,True,1,0.06
urban,0.16,70,dim,foggy,True,False,False,False,1,0.48
rural,0.21,35,dim,foggy,True,False,True,True,2,0.17
highway,0.31,60,dim,clear,True,False,False,True,0,0.34
urban,0.73,25,dim,foggy,True,False,False,True,2,0.3
rural,0.29,35,night,rainy,True,False,False,True,1,0.39
rural,0.66,25,night,rainy,False,True,True,True,2,0.57
rural,0.06,35,night,foggy,False,False,True,False,2,0.2
highway,0.86,45,dim,rainy,True,True,True,False,2,0.42
rural,0.79,60,dim,rainy,True,True,True,True,2,0.49
urban,0.28,25,dim,clear,True,False,False,False,2,0.15
urban,0.68,45,dim,foggy,False,True,True,True,0,0.26
rural,0.87,35,daylight,foggy,False,True,False,False,1,0.4
rural,0.25,25,daylight,clear,False,True,True,True,1,0.14
rural,0.33,60,dim,clear,False,False,False,True,0,0.39
urban,0.11,35,night,foggy,False,False,True,False,0,0.29
urban,0.03,35,daylight,clear,False,True,True,True,1,0.05
rural,0.19,25,daylight,rainy,False,False,True,True,1,0.18
urban,0.79,45,dim,rainy,False,True,False,False,0,0.28
urban,0.13,45,dim,foggy,True,True,False,False,0,0.13
highway,0.68,35,dim,rainy,True,False,False,False,1,0.25
urban,0.13,35,daylight,foggy,False,False,False,True,0,0.18
rural,0.16,60,dim,clear,True,False,True,True,0,0.24
highway,0.84,35,dim,rainy,True,True,False,False,1,0.44
highway,0.95,35,dim,foggy,False,True,False,False,0,0.36
urban,0.24,25,dim,rainy,False,True,False,True,1,0.19
urban,0.57,70,night,foggy,True,False,True,True,1,0.61
rural,0.89,25,daylight,foggy,True,True,True,False,0,0.29
rural,0.07,60,daylight,foggy,False,True,True,False,1,0.24
rural,0.04,45,daylight,clear,False,True,False,False,2,0.05
rural,0.8,70,daylight,clear,False,True,False,True,0,0.41
highway,0.47,70,dim,rainy,False,True,True,True,1,0.48
highway,,70,daylight,clear,True,True,False,True,2,0.39
urban,0.96,70,night,rainy,True,True,True,True,4,0.79
urban,0.04,70,dim,foggy,False,False,False,False,2,0.35
highway,0.6,70,daylight,clear,True,True,False,False,1,0.31
urban,0.92,45,daylight,clear,False,True,True,True,1,0.25
highway,0.63,35,night,rainy,False,False,True,True,0,0.43
urban,0.4,35,night,foggy,True,False,True,True,1,0.35
highway,0.59,25,dim,clear,False,True,False,True,0,0.23
urban,0.53,35,night,foggy,False,True,True,True,1,0.48
urban,0.45,25,night,clear,False,False,False,False,0,0.45
urban,0.32,60,dim,clear,True,False,False,False,2,0.24
urban,0.71,45,dim,rainy,False,True,True,False,1,0.32
highway,0.57,35,dim,clear,True,False,False,False,1,0.19
urban,0.58,60,night,foggy,False,True,True,False,0,0.68
rural,0.58,25,dim,rainy,False,True,False,True,1,0.26
urban,0.61,70,dim,foggy,True,True,False,False,3,0.57
highway,0.28,35,daylight,rainy,False,True,True,False,0,0.27
highway,0.03,45,night,,True,True,True,False,1,0.25
rural,0.7,25,dim,foggy,True,False,False,True,0,0.25
rural,0.08,60,daylight,clear,True,True,True,True,1,0.21
highway,0.86,25,,,True,True,False,True,1,0.42
rural,0.97,45,night,foggy,False,True,True,False,3,0.69
rural,0.77,25,dim,rainy,True,True,True,False,1,0.37
rural,0.72,45,dim,clear,True,True,False,False,1,0.18
highway,0.07,25,daylight,foggy,True,True,False,True,0,0.07
rural,0.75,60,daylight,foggy,False,True,False,False,2,0.53
urban,0.73,60,dim,rainy,False,True,False,False,2,0.56
rural,0.72,60,daylight,foggy,,True,False,True,1,0.57
highway,0.62,60,dim,rainy,False,False,True,False,0,0.55
highway,0.18,35,night,clear,False,False,False,True,1,0.32
highway,0.21,70,dim,foggy,False,False,True,True,0,0.39
highway,0.15,45,night,clear,False,True,False,False,2,0.27
highway,0.57,35,night,foggy,True,False,True,True,1,0.47
rural,0.51,25,dim,rainy,True,False,False,True,1,0.25
rural,0.31,35,daylight,foggy,True,True,True,False,2,0.21
urban,0.74,70,daylight,clear,True,True,False,False,3,0.6
highway,0.45,25,night,rainy,True,True,True,False,2,0.41
urban,0.26,35,night,foggy,True,False,True,True,2,0.42
rural,0.7,70,dim,clear,True,True,True,True,1,0.36
urban,0.73,45,daylight,foggy,False,False,True,False,1,0.38
urban,0.87,60,night,rainy,False,True,True,True,1,0.8
urban,0.1,60,night,clear,False,True,False,False,2,0.36
highway,0.7,60,dim,foggy,,False,True,False,3,0.62
urban,0.33,70,dim,clear,True,True,False,True,0,0.33
rural,0.15,35,dim,rainy,False,True,False,True,2,0.24
highway,0.71,25,daylight,rainy,True,False,False,True,2,0.27
urban,0.32,70,night,foggy,False,False,False,True,1,0.68
urban,0.64,45,daylight,,False,True,True,True,1,0.34
highway,0.88,60,daylight,clear,True,True,True,False,3,0.56
highway,0.61,45,dim,clear,False,False,False,False,0,0.14
urban,0.18,70,dim,foggy,False,False,True,True,1,0.34
highway,0.17,45,night,clear,True,True,False,True,2,0.29
urban,0.57,35,night,rainy,False,True,True,True,3,0.5
rural,0.35,45,night,clear,False,True,True,False,0,0.39
rural,0.63,60,daylight,foggy,True,False,True,True,0,0.57
highway,1.0,70,dim,clear,True,True,False,True,0,0.39
urban,0.03,70,daylight,rainy,False,True,False,True,1,0.25
rural,0.39,45,night,foggy,True,True,False,True,1,0.36
rural,0.26,45,dim,foggy,True,False,True,True,1,0.14
urban,0.45,45,night,clear,,True,True,True,1,0.36
rural,0.84,60,daylight,clear,False,True,True,False,0,0.48
urban,0.68,70,daylight,foggy,False,True,False,True,1,0.44
highway,0.7,60,daylight,foggy,True,True,True,True,0,0.41
urban,0.4,45,daylight,clear,False,False,True,False,1,0.11
urban,0.21,25,night,foggy,True,True,False,False,0,0.36
highway,0.07,45,daylight,clear,False,False,True,True,0,0.12
highway,0.31,25,night,foggy,True,False,False,True,0,0.42
rural,0.75,70,dim,clear,True,True,True,True,1,0.4
rural,0.25,45,daylight,clear,False,False,True,False,1,0.12
highway,0.84,60,dim,clear,True,True,True,True,0,0.43
urban,0.19,70,daylight,foggy,False,True,False,False,2,0.47
highway,0.24,35,daylight,rainy,True,True,True,False,1,0.19
urban,0.73,45,night,clear,True,False,True,False,2,0.4
rural,0.65,35,dim,foggy,True,True,True,True,0,0.23
urban,0.05,25,night,clear,True,True,True,False,1,0.14
urban,0.53,35,dim,foggy,False,True,False,True,0,0.22
urban,0.55,25,night,rainy,False,False,True,False,2,0.5
highway,0.86,60,night,clear,False,True,True,False,2,0.69
highway,0.35,35,daylight,rainy,False,True,True,False,1,0.17
rural,0.34,35,dim,clear,False,True,True,False,0,0.13
rural,0.76,60,dim,rainy,True,False,False,False,2,0.43
urban,0.12,60,daylight,,True,True,True,False,1,0.31
urban,0.04,25,night,rainy,True,False,True,False,1,0.19
rural,0.14,25,dim,foggy,False,False,True,True,0,0.14
rural,0.66,35,daylight,foggy,False,True,True,True,0,0.29
rural,0.29,60,dim,clear,True,False,False,True,0,0.32
urban,0.51,25,night,clear,False,False,False,False,2,0.41
urban,0.51,60,dim,rainy,False,True,True,True,1,0.49
rural,0.12,35,dim,clear,False,True,True,False,1,0.11
rural,0.85,45,daylight,clear,False,False,False,False,1,0.26
rural,0.56,35,daylight,,False,True,False,True,2,0.34
highway,0.63,60,dim,clear,True,False,True,True,2,0.39
highway,0.71,25,dim,clear,True,False,False,False,1,0.25
highway,0.39,70,dim,rainy,False,False,False,True,1,0.41
urban,0.41,25,night,foggy,False,False,False,True,1,0.46
urban,0.4,45,dim,rainy,True,False,True,True,0,0.25
highway,0.63,25,dim,foggy,False,True,False,False,2,0.27
highway,0.57,25,night,clear,False,True,True,True,2,0.31
urban,0.71,70,daylight,foggy,True,True,True,True,0,0.5
highway,0.87,35,daylight,foggy,True,True,True,True,0,0.32
urban,0.09,45,dim,foggy,False,False,False,False,1,0.14
highway,0.23,35,dim,rainy,False,False,True,False,1,0.14
urban,0.05,70,dim,rainy,True,False,False,False,0,0.29
rural,0.05,70,dim,clear,False,False,False,False,1,0.17
rural,0.4,35,dim,foggy,False,False,False,True,0,0.27
urban,0.46,45,dim,rainy,True,False,True,True,2,0.25
urban,0.26,45,night,rainy,False,False,False,True,1,0.48
highway,0.15,35,dim,rainy,True,False,False,True,2,0.13
highway,,35,night,foggy,False,True,True,True,2,0.36
highway,0.62,60,night,rainy,False,True,True,True,3,0.69
rural,0.05,35,night,foggy,False,False,False,True,1,0.35
urban,0.42,70,night,foggy,True,False,False,True,1,0.57
rural,0.03,60,dim,rainy,True,False,False,True,2,0.29
rural,0.73,70,dim,clear,True,True,False,True,0,0.53
urban,0.53,35,night,foggy,True,False,True,True,0,0.48
highway,0.29,45,daylight,rainy,False,False,False,False,1,0.22
rural,0.7,70,night,clear,True,False,True,False,2,0.58
highway,0.16,60,daylight,rainy,True,True,False,False,1,0.4
urban,0.17,60,dim,clear,False,False,True,False,2,0.29
urban,0.65,25,dim,foggy,True,True,False,False,2,0.34
urban,0.81,35,daylight,rainy,True,True,True,False,1,0.37
highway,0.43,35,daylight,clear,False,True,False,False,1,0.06
highway,0.23,45,night,rainy,False,True,True,False,2,0.47
urban,0.43,45,dim,rainy,True,False,True,False,1,0.26
urban,0.34,35,daylight,foggy,True,False,True,True,1,0.21
urban,0.86,70,daylight,clear,False,True,True,False,3,0.49
rural,0.21,60,daylight,rainy,False,False,False,True,1,0.34
highway,0.72,25,dim,clear,True,True,True,True,0,0.28
rural,0.39,25,dim,clear,True,False,False,True,2,0.12
urban,0.93,60,dim,clear,True,True,True,True,0,0.54
rural,0.58,70,dim,clear,True,True,True,False,0,0.45
urban,0.24,45,dim,foggy,False,False,True,False,0,0.12
urban,0.74,45,daylight,rainy,False,False,True,True,1,0.33
urban,0.4,25,daylight,rainy,False,True,True,True,2,0.17
urban,0.52,70,dim,foggy,False,True,True,True,1,0.42
urban,0.52,35,night,foggy,True,False,True,True,0,0.45
highway,0.97,25,dim,clear,False,True,True,False,1,0.3
urban,0.13,25,dim,rainy,True,False,False,False,0,0.26
urban,0.12,35,dim,foggy,False,False,True,True,2,0.22
highway,0.13,70,dim,foggy,False,True,False,False,0,0.46
urban,0.71,70,night,foggy,False,True,True,False,2,0.77
rural,0.73,60,night,foggy,False,True,False,True,1,0.78
highway,0.47,35,dim,rainy,False,True,True,True,2,0.21
urban,0.71,25,night,clear,True,True,True,True,3,0.51
rural,0.29,35,dim,rainy,False,False,True,True,2,0.18
rural,0.53,60,night,rainy,True,True,True,True,0,0.6
highway,0.83,45,night,clear,False,True,True,False,2,0.51
highway,0.32,60,dim,clear,False,False,True,True,2,0.27
highway,0.58,25,night,clear,False,False,True,False,1,0.3
urban,0.14,35,night,foggy,True,False,True,True,2,0.31
rural,0.66,70,dim,foggy,True,True,True,False,3,0.6
urban,0.79,70,daylight,foggy,True,False,True,False,1,0.55
urban,0.56,60,night,foggy,True,False,False,True,1,0.66
rural,0.45,60,dim,foggy,True,True,True,True,0,0.35
highway,0.33,35,night,clear,True,False,False,False,0,0.31
rural,0.14,60,dim,clear,True,False,True,False,1,0.08
rural,0.72,60,night,clear,True,False,False,True,0,0.57
highway,0.68,60,night,clear,True,True,True,False,1,0.69
highway,0.98,35,daylight,clear,False,False,False,True,0,0.33
urban,0.53,60,daylight,foggy,False,False,False,True,2,0.43
highway,0.29,35,daylight,rainy,True,False,False,False,2,0.13
rural,0.51,25,night,clear,False,True,False,False,0,0.24
urban,0.85,35,dim,foggy,True,False,False,True,0,0.32
urban,0.47,35,dim,rainy,True,True,False,True,2,0.3
rural,0.52,60,,rainy,True,True,True,True,1,0.51
urban,0.45,35,night,clear,True,True,True,True,1,0.34
urban,0.66,60,night,foggy,,False,True,True,4,0.88
rural,0.94,45,daylight,clear,True,True,False,False,1,0.28
rural,0.16,35,night,clear,False,False,False,False,2,0.32
highway,0.31,45,daylight,clear,True,True,False,True,1,0.08
rural,0.36,60,daylight,clear,False,False,True,False,2,0.26
urban,0.4,60,dim,clear,False,False,False,True,1,0.3
rural,0.95,35,daylight,rainy,True,False,True,True,1,0.33
highway,0.12,60,night,clear,False,False,False,True,0,0.38
urban,0.56,60,daylight,foggy,False,True,False,True,1,0.47
rural,0.79,60,daylight,rainy,False,False,True,False,0,0.67
urban,0.57,45,night,clear,True,True,True,True,2,0.43
urban,0.61,60,dim,clear,False,False,False,False,2,0.48
urban,0.32,70,daylight,rainy,False,True,False,False,0,0.47
highway,0.82,45,dim,foggy,True,True,False,False,2,0.28
highway,0.65,25,night,clear,True,True,True,True,2,0.34
rural,0.2,35,night,clear,False,True,False,False,1,0.21
urban,0.8,25,daylight,foggy,False,True,True,True,2,0.33
rural,0.48,35,daylight,foggy,False,True,True,True,2,0.25
rural,0.32,70,dim,rainy,True,True,True,True,1,0.38
highway,0.46,25,dim,rainy,False,False,False,True,1,0.27
rural,0.65,70,night,foggy,False,True,True,True,2,0.75
highway,0.35,35,night,foggy,False,False,False,False,1,0.39
rural,0.3,70,night,foggy,False,True,True,False,1,0.66
highway,0.17,35,,rainy,False,True,False,False,1,0.27
rural,0.08,35,daylight,rainy,True,True,True,True,1,0.12
highway,0.75,25,daylight,rainy,False,True,True,True,3,0.45
rural,0.55,25,daylight,rainy,True,False,False,True,2,0.23
highway,0.06,70,dim,clear,True,False,True,True,1,0.26
highway,0.4,60,daylight,clear,False,True,True,True,0,0.34
urban,0.92,70,dim,clear,True,True,False,False,0,0.47
rural,0.91,70,dim,foggy,True,True,True,False,0,0.63
rural,0.37,25,night,rainy,True,True,True,False,1,0.42
urban,0.08,70,daylight,clear,False,False,True,True,1,0.31
urban,0.38,70,daylight,rainy,False,True,False,False,2,0.37
rural,0.92,25,dim,rainy,False,False,True,True,2,0.33
highway,0.71,35,night,rainy,False,True,False,False,2,0.48
rural,0.7,60,dim,clear,True,False,False,True,0,0.39
rural,0.71,35,daylight,foggy,False,True,False,False,2,0.27
rural,0.72,35,daylight,rainy,True,False,True,False,1,0.41
urban,0.27,45,night,foggy,True,False,False,True,1,0.43
highway,0.76,25,night,rainy,False,True,True,True,0,0.54
highway,0.54,25,night,clear,False,False,False,True,2,0.26
urban,0.36,60,daylight,rainy,True,False,True,True,0,0.4
urban,0.59,45,night,foggy,True,True,True,False,3,0.52
highway,0.77,25,night,foggy,False,False,True,True,0,0.51
urban,0.51,25,dim,clear,True,True,False,False,1,0.16
urban,0.53,45,daylight,rainy,False,False,False,False,1,0.33
urban,0.72,60,dim,rainy,False,True,True,True,2,0.62
urban,0.68,60,night,foggy,False,True,False,True,3,0.87
rural,0.09,25,daylight,foggy,True,False,False,True,1,0.12
urban,0.41,35,daylight,foggy,False,True,False,False,0,0.21
rural,0.42,45,dim,clear,False,True,False,False,2,0.12
rural,0.86,35,daylight,clear,True,False,True,False,2,0.35
rural,0.17,45,night,foggy,True,True,True,True,2,0.2
rural,0.6,45,dim,foggy,True,True,False,False,2,0.28
urban,0.7,25,dim,rainy,False,False,False,False,2,0.33
highway,0.59,35,night,rainy,True,False,True,False,2,0.39
rural,0.39,25,night,rainy,False,True,False,True,0,0.45
urban,0.36,70,night,foggy,False,False,True,True,1,0.7
highway,0.09,70,daylight,clear,True,True,False,True,1,0.28
rural,0.05,70,dim,foggy,False,True,True,False,2,0.33
rural,0.58,35,night,rainy,True,False,True,True,2,0.37
urban,0.14,35,daylight,clear,False,True,True,False,2,0.06
rural,0.7,45,night,foggy,False,True,True,False,1,0.43
urban,0.67,60,daylight,foggy,False,True,True,False,2,0.43
urban,0.59,35,,foggy,True,True,True,False,2,0.29
highway,0.08,60,daylight,foggy,True,False,False,True,2,0.32
highway,0.24,60,daylight,rainy,True,False,True,False,2,0.33
urban,0.17,60,dim,clear,True,True,False,True,0,0.26
rural,0.46,35,night,foggy,True,True,True,False,2,0.45
urban,,45,night,foggy,True,True,True,False,0,0.52
highway,0.75,60,daylight,foggy,False,False,True,False,0,0.5
rural,0.37,35,night,clear,True,False,True,False,2,0.34
rural,0.72,60,night,rainy,False,True,True,False,3,0.84
highway,0.16,45,night,foggy,False,False,True,True,1,0.3
urban,0.46,45,dim,foggy,True,True,True,False,0,0.23
urban,0.63,25,dim,foggy,False,True,True,False,1,0.35
urban,0.61,70,dim,foggy,False,True,False,False,0,0.52
rural,0.53,70,night,foggy,True,False,True,False,1,0.64
highway,0.48,35,night,rainy,False,False,True,True,1,0.4
urban,0.62,35,night,foggy,True,False,False,False,1,0.49
rural,0.08,70,daylight,foggy,False,True,True,False,0,0.28
rural,0.51,70,night,clear,False,True,True,False,0,0.58
rural,0.86,25,dim,rainy,False,True,False,True,0,0.26
highway,0.49,60,night,clear,False,True,False,True,1,0.49
rural,0.55,45,daylight,rainy,True,False,False,False,2,0.31
rural,0.06,70,dim,clear,True,False,True,True,1,0.22
highway,0.08,35,daylight,rainy,False,False,False,True,1,0.18
rural,0.43,45,dim,foggy,False,True,True,False,1,0.26
urban,0.66,35,daylight,clear,False,False,False,True,0,0.21
highway,0.57,45,daylight,rainy,False,False,True,False,1,0.42
highway,0.56,60,daylight,rainy,False,False,True,True,2,0.51
urban,0.03,25,night,foggy,True,False,False,True,1,0.22
highway,0.08,45,night,clear,False,True,True,False,2,0.3
urban,,25,night,foggy,True,False,False,False,3,0.7
rural,0.06,70,dim,,True,True,False,True,1,0.34
rural,0.05,25,night,clear,True,True,False,False,2,0.18
rural,0.55,70,dim,clear,False,False,False,True,1,0.33
rural,0.02,70,daylight,clear,True,False,False,False,0,0.19
rural,0.05,45,dim,clear,True,True,True,True,2,0.04
urban,0.46,70,dim,clear,True,True,False,False,1,0.27
highway,0.25,70,dim,clear,False,True,False,False,1,0.24
highway,0.7,35,night,clear,True,True,False,True,1,0.36
rural,0.8,60,dim,rainy,True,True,True,True,1,0.5
urban,,45,daylight,clear,True,True,False,True,2,0.26
rural,0.89,45,daylight,clear,True,True,False,False,1,0.25
rural,0.82,70,daylight,foggy,False,True,False,False,1,0.5
urban,0.51,60,night,,True,True,False,False,2,0.54
urban,0.55,35,night,foggy,False,False,False,True,2,0.57
highway,0.95,25,night,clear,False,True,True,False,2,0.45
highway,0.2,60,daylight,clear,False,True,False,True,1,0.22
urban,0.65,25,night,foggy,False,False,True,False,1,0.6
highway,0.58,70,daylight,foggy,True,False,True,True,3,0.57
urban,0.3,45,daylight,rainy,False,False,False,False,1,0.19
urban,0.46,60,dim,clear,False,True,False,True,1,0.38
urban,0.12,45,dim,foggy,True,True,True,True,2,0.13
rural,0.38,60,daylight,,False,False,True,False,2,0.42
urban,0.4,45,dim,rainy,False,False,True,True,1,0.27
rural,0.6,25,night,,False,True,False,False,2,0.45
highway,0.14,70,night,clear,False,True,False,False,1,0.43
rural,0.49,45,dim,,False,False,False,True,1,0.27
highway,0.13,25,daylight,rainy,False,False,False,True,2,0.21
urban,0.28,35,night,clear,False,False,False,True,1,0.27
highway,0.53,25,night,clear,False,True,True,True,0,0.26
rural,0.15,45,night,foggy,True,True,False,False,1,0.35
highway,0.69,45,night,clear,False,False,False,False,0,0.54
highway,0.14,35,night,foggy,False,True,False,False,0,0.4
highway,0.68,45,night,clear,True,True,True,False,2,0.27
highway,0.53,60,dim,rainy,True,True,False,True,2,0.51
highway,0.88,25,night,rainy,False,False,False,False,3,0.59
rural,0.99,45,dim,clear,False,False,False,False,0,0.36
highway,0.75,70,dim,clear,False,False,True,False,1,0.39
urban,0.21,35,night,rainy,True,False,True,False,0,0.34
highway,0.04,70,daylight,,False,True,False,False,1,0.31
rural,0.51,35,dim,foggy,False,False,True,True,1,0.22
urban,0.46,45,daylight,clear,True,True,True,True,1,0.06
urban,0.07,35,dim,rainy,True,True,True,False,2,0.07
urban,0.28,70,dim,foggy,False,False,True,True,1,0.39
urban,0.87,35,dim,foggy,True,False,False,False,0,0.35
highway,0.41,25,daylight,rainy,False,True,True,True,1,0.18
highway,0.14,70,daylight,foggy,True,False,True,True,0,0.37
rural,0.46,60,daylight,foggy,True,False,True,False,2,0.51
urban,0.79,25,daylight,clear,False,False,False,False,0,0.37
highway,0.4,60,dim,clear,False,False,False,False,2,0.2
urban,0.56,45,night,clear,False,False,True,True,1,0.42
highway,0.28,35,night,foggy,False,True,False,True,2,0.49
urban,0.66,25,night,clear,False,False,False,True,0,0.44
highway,0.67,70,night,foggy,False,True,True,False,1,0.63
highway,0.94,25,daylight,foggy,True,False,False,True,4,0.49
rural,0.52,70,,rainy,False,True,True,True,2,0.47
highway,0.09,70,dim,foggy,True,False,True,True,0,0.23
urban,0.4,45,dim,rainy,False,True,False,True,2,0.21
highway,0.49,70,daylight,rainy,False,True,False,False,1,0.47
highway,0.98,25,night,rainy,True,True,False,False,5,0.74
urban,0.15,25,daylight,clear,False,True,True,False,1,0.09
urban,0.63,70,night,,True,False,False,False,1,0.6
urban,0.45,25,night,clear,False,False,True,False,2,0.2
rural,0.01,45,daylight,clear,True,True,False,True,1,0.05
rural,0.52,70,daylight,foggy,True,True,False,False,2,0.41
urban,0.47,45,night,foggy,False,False,True,False,2,0.47
highway,0.77,60,daylight,foggy,True,True,True,True,0,0.51
urban,0.64,35,daylight,foggy,True,True,False,False,2,0.37
urban,0.53,45,dim,,True,False,False,True,1,0.31
rural,0.68,45,night,rainy,True,True,False,True,0,0.44
rural,0.01,45,night,clear,True,True,True,False,2,0.24
rural,0.66,35,night,clear,True,False,False,False,0,0.4
urban,0.67,25,dim,foggy,True,False,False,False,1,0.29
urban,0.81,45,daylight,rainy,False,True,False,False,1,0.35
urban,0.89,60,dim,foggy,False,True,True,True,2,0.62
urban,0.35,45,night,clear,False,True,False,False,1,0.37
rural,0.37,70,dim,foggy,False,True,True,True,1,0.47
rural,0.3,25,daylight,rainy,False,True,True,False,2,0.25
highway,0.81,60,daylight,foggy,False,False,True,False,1,0.52
highway,0.99,45,daylight,clear,False,False,False,False,0,0.33
urban,0.63,60,daylight,clear,True,False,True,True,0,0.38
highway,0.82,25,daylight,,False,True,False,False,1,0.28
rural,0.44,25,dim,rainy,False,True,False,True,2,0.26
rural,0.03,45,daylight,foggy,False,True,True,False,1,0.16
urban,,45,dim,foggy,False,False,False,True,1,0.26
urban,0.99,60,daylight,clear,True,True,True,False,1,0.44
rural,0.66,35,night,rainy,False,True,False,True,1,0.48
rural,0.82,25,night,clear,False,True,False,False,2,0.51
highway,0.33,45,daylight,foggy,True,True,True,False,2,0.21
urban,0.86,35,dim,,False,False,False,False,2,0.3
rural,0.49,25,night,foggy,True,True,True,False,2,0.43
highway,0.23,35,night,clear,True,True,False,False,1,0.32
rural,0.65,70,dim,clear,False,False,True,False,2,0.43
rural,0.97,35,daylight,rainy,True,False,True,True,2,0.3
rural,0.05,35,dim,clear,False,True,False,True,1,0.02
urban,0.65,70,dim,clear,True,True,False,True,0,0.39
urban,0.16,70,night,foggy,False,True,False,True,2,0.48
urban,0.59,45,night,rainy,False,True,True,True,3,0.45
highway,0.71,35,daylight,foggy,False,False,False,True,0,0.27
rural,0.15,70,dim,clear,True,False,True,True,1,0.26
highway,0.38,35,night,foggy,True,True,False,False,0,0.34
rural,0.68,45,daylight,rainy,True,False,False,False,0,0.32
rural,0.73,45,dim,rainy,False,True,False,False,2,0.32
rural,0.01,35,dim,rainy,True,True,False,True,2,0.18
highway,0.66,45,night,rainy,False,True,False,False,3,0.58
highway,0.9,45,night,clear,True,True,True,False,0,0.49
urban,0.46,35,night,foggy,True,True,True,True,2,0.38
highway,0.29,35,dim,rainy,True,True,False,True,1,0.21
urban,0.8,35,night,rainy,False,False,True,True,0,0.48
urban,0.49,60,daylight,foggy,False,True,True,False,1,0.45
rural,0.72,35,daylight,foggy,True,False,True,False,2,0.29
highway,,70,night,clear,False,True,True,True,1,0.43
highway,0.22,60,daylight,rainy,False,False,True,True,1,0.3
highway,0.31,60,daylight,rainy,True,False,True,False,1,0.27
urban,0.36,25,dim,rainy,True,True,True,True,1,0.15
urban,0.66,35,night,clear,True,True,False,False,0,0.41
urban,0.13,70,dim,foggy,True,True,False,True,2,0.34
highway,0.43,70,night,foggy,False,True,False,True,0,0.65
urban,0.57,70,night,foggy,False,True,False,True,2,0.77
urban,0.07,25,night,rainy,False,True,False,False,0,0.28
highway,0.86,25,daylight,foggy,True,True,True,True,1,0.46
highway,0.09,25,dim,foggy,False,False,False,True,1,0.14
urban,0.31,25,daylight,foggy,True,False,True,False,0,0.07
rural,0.66,45,night,foggy,False,True,True,True,2,0.54
highway,0.3,45,dim,foggy,True,False,False,False,2,0.17
rural,0.29,70,daylight,clear,True,True,True,False,2,0.3
urban,0.86,60,daylight,foggy,True,False,True,False,1,0.53
highway,0.25,60,daylight,rainy,True,True,True,True,2,0.34
rural,,45,night,,False,True,True,True,2,0.3
highway,0.71,70,night,clear,True,True,False,False,3,0.7
urban,0.1,35,dim,rainy,False,False,False,False,1,0.0
highway,0.31,25,dim,clear,False,False,True,True,1,0.18
urban,0.58,25,daylight,rainy,True,False,True,False,2,0.3
rural,0.41,25,night,rainy,True,False,True,False,1,0.37
rural,0.84,25,daylight,rainy,False,True,True,True,2,0.39
highway,0.07,60,night,foggy,False,True,True,False,1,0.48
highway,0.43,35,dim,foggy,True,True,True,True,1,0.25
urban,0.1,60,dim,foggy,False,True,False,True,1,0.43
highway,0.9,25,dim,,True,False,False,True,1,0.29
rural,0.59,35,dim,foggy,False,False,False,True,1,0.25
highway,0.17,45,daylight,clear,True,True,False,False,1,0.06
rural,0.9,60,night,clear,True,False,True,False,0,0.55
